al_geo_id	al_vote_id	countyfp10	vap	statefp10	vtdst10	ctyvtd	geo_old	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	name	pop100	al_agg	fraction	v24	precinct	tot08	usp_d_08	usp_r_08	usp_tot	uss_d_08	uss_r_08	uss_tot	ush_d_08_1	ush_r_08_1	ush_tot__1_	tot06	ush_d_06_1	ush_r_06_1	gov_d_06	gov_r_06	ltgov_d_06	ltgov_r_06	ag_d_06	ag_r_06	sos_d_06	sos_r_06	treas_d_06	treas_r_06	audit_d_06	audit_r_06	ush_d_08	ush_d_06	ush_r_08	ush_r_06	p_08	s_08	h_08	g_06	a_06	h_06	l_06	y_06	t_06	d_06	av	ndv	nrv
782	"1055"	69	2047	1	"10"	"69 10"	"10690010"	"010690010"	"A"	"Wicksburg"	"Wicksburg"	0	"G5240"	"N"	94355032	47148	31.234957	-85.62527	"Wicksburg"	2744	"2047"	"1"	"NA"	"WICKSBURG"	986.0	72.0	905.0	985.0	74.0	890.0	965.0	235.0	731.0	970.0		82.0	577.0	170.0	489.0	195.0	465.0	128.0	523.0	146.0	485.0	116.0	513.0	131.0	470.0	235.0	82.0	731.0	577.0	0.07369498	0.07676349	0.24327122	0.2579666	0.19662058	0.124430954	0.29545453	0.23137876	0.18441972	0.21797004	0.1901971	185.82256	791.1774
783	"1026"	69	2403	1	"801"	"69 801"	"10690801"	"010690801"	"A"	"Cowarts"	"Cowarts"	0	"G5240"	"N"	38444035	286328	31.201902	-85.29097	"Cowarts"	3127	"2403"	"1"	"NA"	"COWARTS"	1148.0	193.0	946.0	1144.0	176.0	933.0	1112.0	343.0	779.0	1125.0		126.0	660.0	321.0	457.0	311.0	464.0	181.0	586.0	251.0	492.0	173.0	580.0	237.0	464.0	343.0	126.0	779.0	660.0	0.16944689	0.15870154	0.3057041	0.4125964	0.23598436	0.16030535	0.40129033	0.33781964	0.22974768	0.33808845	0.27496848	313.1891	825.8109
784	"1022"	69	2522	1	"1000"	"69 1000"	"10691000"	"010691000"	"A"	"Ashford"	"Ashford"	0	"G5240"	"N"	78867868	340366	31.19706	-85.221016	"Ashford"	3274	"2522"	"1"	"NA"	"ASHFORD"	1360.0	392.0	957.0	1356.0	372.0	954.0	1328.0	552.0	783.0	1339.0		242.0	693.0	471.0	470.0	431.0	498.0	310.0	593.0	348.0	522.0	276.0	616.0	346.0	482.0	552.0	242.0	783.0	693.0	0.2905856	0.280543	0.41348314	0.5005314	0.3433001	0.25882354	0.46393973	0.4	0.30941704	0.4178744	0.3678498	496.22937	852.7706
785	"1051"	69	1589	1	"802"	"69 802"	"10690802"	"010690802"	"A"	"Webb"	"Webb"	0	"G5240"	"N"	64956801	61503	31.271338	-85.270164	"Webb"	2094	"1589"	"1"	"NA"	"WEBB"	760.0	177.0	579.0	757.0	163.0	578.0	741.0	284.0	459.0	743.0		90.0	384.0	192.0	286.0	191.0	284.0	122.0	336.0	156.0	284.0	108.0	349.0	151.0	262.0	284.0	90.0	459.0	384.0	0.23412699	0.21997301	0.3822342	0.40167364	0.26637554	0.18987341	0.40210527	0.35454544	0.23632385	0.36561742	0.3052849	230.79536	525.20465
786	"1024"	69	1427	1	"1300"	"69 1300"	"10691300"	"010691300"	"A"	"Columbia"	"Columbia"	0	"G5240"	"N"	128404762	371671	31.253284	-85.15877	"Columbia"	1836	"1427"	"1"	"NA"	"COLUMBIA"	815.0	194.0	618.0	812.0	185.0	594.0	781.0	296.0	500.0	798.0		143.0	444.0	301.0	289.0	290.0	292.0	188.0	387.0	239.0	313.0	185.0	386.0	224.0	301.0	296.0	143.0	500.0	444.0	0.23891626	0.23748395	0.37185928	0.5101695	0.3269565	0.24361159	0.49828178	0.432971	0.323993	0.42666668	0.36109096	293.20587	518.7941
787	"1042"	69	596	1	"1201"	"69 1201"	"10691201"	"010691201"	"A"	"Pansey"	"Pansey"	0	"G5240"	"N"	55105999	39129	31.12788	-85.156204	"Pansey"	760	"596"	"1"	"NA"	"PANSEY"	309.0	61.0	240.0	306.0	55.0	245.0	300.0	103.0	200.0	303.0		40.0	164.0	122.0	83.0	106.0	94.0	63.0	126.0	73.0	104.0	51.0	140.0	65.0	106.0	103.0	40.0	200.0	164.0	0.2026578	0.18333334	0.339934	0.595122	0.33333334	0.19607843	0.53	0.4124294	0.2670157	0.38011697	0.3440021	103.54463	197.45537
788	"1029"	69	475	1	"1400"	"69 1400"	"10691400"	"010691400"	"A"	"Dupree"	"Dupree"	0	"G5240"	"N"	44602422	12617	31.111477	-85.22191	"Dupree"	622	"475"	"1"	"NA"	"DUPREE"	219.0	24.0	192.0	217.0	21.0	192.0	214.0	61.0	154.0	215.0		30.0	125.0	75.0	80.0	66.0	87.0	38.0	109.0	52.0	87.0	40.0	103.0	51.0	79.0	61.0	30.0	154.0	125.0	0.11111111	0.09859155	0.28372094	0.48387095	0.2585034	0.19354838	0.43137255	0.37410071	0.27972028	0.3923077	0.29068476	62.787907	153.2121
789	"1030"	69	738	1	"07-1A"	"69 07-1A"	"0106907-1A"	"0106907-1A"	"A"	"Enterprise Church"	"Enterprise Church"	0	"G5240"	"N"	36182316	198382	31.147743	-85.287094	"Enterprise Church"	945	"738"	"1"	"NA"	"ENTERPRISE CHURCH"	374.0	31.0	342.0	374.0	32.0	335.0	369.0	95.0	273.0	368.0		37.0	236.0	98.0	173.0	84.0	186.0	56.0	207.0	77.0	175.0	47.0	203.0	65.0	168.0	95.0	37.0	273.0	236.0	0.08310992	0.08719346	0.2581522	0.36162362	0.21292776	0.13553114	0.31111112	0.30555555	0.188	0.27896994	0.22221747	82.887115	290.11288
790	"1034"	69	391	1	"1101"	"69 1101"	"10691101"	"010691101"	"A"	"Harmon"	"Harmon"	0	"G5240"	"N"	65649197	230623	31.046726	-85.18066	"Harmon"	513	"391"	"1"	"NA"	"HARMON"	174.0	28.0	145.0	174.0	30.0	137.0	167.0	59.0	111.0	170.0		32.0	79.0	60.0	53.0	50.0	61.0	40.0	70.0	45.0	61.0	33.0	76.0	41.0	62.0	59.0	32.0	111.0	79.0	0.1618497	0.17964073	0.34705883	0.53097343	0.36363637	0.2882883	0.45045045	0.4245283	0.3027523	0.39805827	0.34472367	59.637196	113.36281
791	"1025"	69	2272	1	"60"	"69 60"	"10690060"	"010690060"	"A"	"Cotton Wood"	"Cotton Wood"	0	"G5240"	"N"	137292776	411855	31.048073	-85.2907	"Cotton Wood"	2930	"2272"	"1"	"NA"	"COTTONWOOD"	1090.0	255.0	827.0	1089.0	238.0	820.0	1059.0	413.0	655.0	1070.0		175.0	582.0	319.0	433.0	338.0	399.0	220.0	512.0	298.0	410.0	220.0	503.0	263.0	408.0	413.0	175.0	655.0	582.0	0.23567468	0.22495274	0.38670412	0.4242021	0.30054644	0.23117569	0.45861602	0.42090395	0.3042877	0.3919523	0.33790156	365.6095	716.3905
792	"1040"	69	494	1	"1102"	"69 1102"	"10691102"	"010691102"	"A"	"Lucy"	"Lucy"	0	"G5240"	"N"	151746681	293255	31.051218	-85.082596	"Lucy"	614	"494"	"1"	"NA"	"LUCY"	250.0	134.0	113.0	250.0	127.0	110.0	237.0	147.0	96.0	243.0		59.0	90.0	102.0	46.0	94.0	54.0	69.0	74.0	77.0	61.0	71.0	71.0	79.0	53.0	147.0	59.0	96.0	90.0	0.5425101	0.53586495	0.60493827	0.6891892	0.48251748	0.39597315	0.6351351	0.557971	0.5	0.5984849	0.5542584	136.90182	110.09817
793	"1033"	69	390	1	"1202"	"69 1202"	"10691202"	"010691202"	"A"	"Gordon"	"Gordon"	0	"G5240"	"N"	37799595	0	31.15639	-85.111755	"Gordon"	482	"390"	"1"	"NA"	"GORDON"	230.0	166.0	63.0	230.0	153.0	62.0	215.0	178.0	43.0	221.0		70.0	56.0	102.0	29.0	93.0	34.0	82.0	45.0	87.0	35.0	81.0	45.0	85.0	35.0	178.0	70.0	43.0	56.0	0.7248908	0.7116279	0.8054299	0.77862597	0.6456693	0.5555556	0.7322835	0.71311474	0.64285713	0.7083333	0.7018388	160.72108	68.278915
794	"1039"	69	553	1	"07-1B"	"69 07-1B"	"0106907-1B"	"0106907-1B"	"A"	"Lovetown"	"Lovetown"	0	"G5240"	"N"	20607929	98989	31.11139	-85.29571	"Lovetown"	676	"553"	"1"	"NA"	"LOVETOWN"	285.0	29.0	252.0	285.0	27.0	239.0	267.0	79.0	200.0	279.0		45.0	160.0	94.0	116.0	87.0	117.0	64.0	135.0	70.0	121.0	53.0	143.0	70.0	112.0	79.0	45.0	200.0	160.0	0.10320285	0.10150376	0.28315413	0.44761905	0.32160804	0.2195122	0.42647058	0.36649215	0.27040815	0.3846154	0.29245862	82.18088	198.81912
795	"1052"	69	11032	1	"03-4A"	"69 03-4A"	"0106903-4A"	"0106903-4A"	"A"	"Westgate Recreational Center"	"Westgate Recreational Center"	0	"G5240"	"N"	40544411	89063	31.245497	-85.46917	"Westgate Recreational Center"	14494	"11032"	"1"	"NA"	"WESTGATE 1, 2, 3"	6747.0	1086.0	5601.0	6734.0	898.0	5735.0	6645.0	1946.0	4681.0	6643.0	0.0	593.0	3919.0	1028.0	3467.0	1045.0	3439.0	806.0	3644.0	879.0	3441.0	721.0	3623.0	801.0	3325.0	1946.0	593.0	4681.0	3919.0	0.16240467	0.1353837	0.2936472	0.22869855	0.1811236	0.1314273	0.23305085	0.20347223	0.16597606	0.19413476	0.19293189	1290.1355	5396.8643
796	"1023"	69	1104	1	"20"	"69 20"	"10690020"	"010690020"	"A"	"Bay Springs"	"Bay Springs"	0	"G5240"	"N"	38383915	0	31.225313	-85.53423	"Bay Springs"	1504	"1104"	"1"	"NA"	"BAY SPRINGS"	601.0	101.0	495.0	598.0	96.0	495.0	591.0	190.0	405.0	596.0		66.0	345.0	142.0	275.0	141.0	274.0	88.0	319.0	104.0	289.0	94.0	305.0	102.0	270.0	190.0	66.0	405.0	345.0	0.16946308	0.16243654	0.31932774	0.34052756	0.21621622	0.16058394	0.33975902	0.26463103	0.23558897	0.27419356	0.24827278	147.97057	448.02942
797	"1049"	69	6336	1	"03-3A"	"69 03-3A"	"0106903-3A"	"0106903-3A"	"A"	"Water & Electric"	"Water & Electric"	0	"G5240"	"N"	31987341	146841	31.19079	-85.43122	"Water & Electric"	8198	"6336"	"1"	"NA"	"WATER AND ELECENTERIC 1, 2"	3543.0	597.0	2925.0	3536.0	504.0	2967.0	3476.0	1019.0	2457.0	3480.0	0.0	284.0	1891.0	539.0	1627.0	561.0	1597.0	385.0	1747.0	436.0	1621.0	350.0	1703.0	417.0	1546.0	1019.0	284.0	2457.0	1891.0	0.16950597	0.14520311	0.29315305	0.2488458	0.18058161	0.13057472	0.25996292	0.21195917	0.17048222	0.21242996	0.20226985	712.3944	2809.6055
798	"1036"	69	1568	1	"90"	"69 90"	"10690090"	"010690090"	"A"	"Kinsey"	"Kinsey"	0	"G5240"	"N"	33911392	0	31.293571	-85.332	"Kinsey"	2238	"1568"	"1"	"NA"	"KINSEY"	734.0	304.0	426.0	734.0	283.0	425.0	708.0	388.0	334.0	722.0		126.0	321.0	188.0	257.0	200.0	239.0	164.0	276.0	168.0	250.0	142.0	284.0	165.0	221.0	388.0	126.0	334.0	321.0	0.41643834	0.3997175	0.53739613	0.4224719	0.37272727	0.2818792	0.45558086	0.40191388	0.33333334	0.42746115	0.40489197	295.57114	434.42886
799	"1047"	69	3775	1	"301"	"69 301"	"10690301"	"010690301"	"A"	"Johnson Homes"	"Johnson Homes"	0	"G5240"	"N"	31101889	0	31.248394	-85.357704	"Johnson Homes"	4977	"5427"	"0.695596094"	"NA"	"WALTON PARK 1, 2"	1249.9862	1181.8177	66.77722	1249.9862	1142.1688	88.340706	1230.5095	1169.9927	63.99484	1233.9874	0.0	605.1686	95.29666	644.81757	58.430073	645.5132	54.256496	621.8629	73.03759	641.3396	47.99613	625.3409	62.60365	641.3396	43.822556	1169.9927	605.1686	63.99484	95.29666	0.9465181	0.92820805	0.9481398	0.9169139	0.8948949	0.86395234	0.9224652	0.9303734	0.90899897	0.9360406	0.91965055	1148.271	100.32395
800	"1047"	69	1652	1	"03-1A"	"69 03-1A"	"0106903-1A"	"0106903-1A"	"P"	"Lincoln Community Center"	"Lincoln Community Center"	0	"G5240"	"S"	13765117	106212	31.22105	-85.33894	"Lincoln Community Center"	2114	"5427"	"0.304403906"	"NA"	"WALTON PARK 1, 2"	547.0138	517.18225	29.222775	547.0138	499.8312	38.659298	538.49054	512.0074	28.00516	540.0125	0.0	264.8314	41.703335	282.18243	25.569927	282.48682	23.743505	272.1371	31.96241	280.6604	21.00387	273.65912	27.39635	280.6604	19.177446	512.0074	264.8314	28.00516	41.703335	0.9465181	0.92820805	0.9481398	0.9169139	0.8948949	0.86395234	0.9224652	0.9303734	0.90899897	0.9360406	0.91965055	502.50165	43.903355
801	"1056"	69	7751	1	"03-2A"	"69 03-2A"	"0106903-2A"	"0106903-2A"	"A"	"Wiregrass Park"	"Wiregrass Park"	0	"G5240"	"N"	15775842	103597	31.188175	-85.39084	"Wiregrass Park"	10604	"7751"	"1"	"NA"	"WIREGRASS PARK 1, 2"	3057.0	1471.0	1563.0	3055.0	1355.0	1648.0	3006.0	1729.0	1282.0	3019.0	0.0	464.0	1206.0	706.0	953.0	757.0	908.0	590.0	1066.0	672.0	924.0	579.0	1022.0	663.0	883.0	1729.0	464.0	1282.0	1206.0	0.4848385	0.45121545	0.5742278	0.42555755	0.3562802	0.2778443	0.45465466	0.42105263	0.36164898	0.42884865	0.4236169	1285.2535	1748.7465
802	"1037"	69	6110	1	"304"	"69 304"	"10690304"	"010690304"	"A"	"Library"	"Library"	0	"G5240"	"N"	35818585	0	31.273865	-85.39918	"Library"	8046	"6110"	"1"	"NA"	"LIBRARY 1, 2"	3207.0	1265.0	1895.0	3190.0	1155.0	1975.0	3139.0	1555.0	1587.0	3148.0	0.0	543.0	1599.0	834.0	1318.0	802.0	1343.0	693.0	1423.0	745.0	1329.0	643.0	1454.0	732.0	1234.0	1555.0	543.0	1587.0	1599.0	0.40031645	0.36900958	0.4949077	0.38754648	0.32750472	0.25350142	0.37389278	0.35920927	0.30662853	0.3723296	0.36448464	1151.7715	2008.2285
803	"1035"	69	2444	1	"701"	"69 701"	"10690701"	"010690701"	"A"	"Hodgesville"	"Hodgesville"	0	"G5240"	"N"	61238923	455654	31.119343	-85.36616	"Hodgesville"	3122	"2444"	"1"	"NA"	"HODGESVILLE"	1210.0	165.0	1038.0	1210.0	145.0	1035.0	1184.0	307.0	875.0	1185.0		103.0	724.0	229.0	601.0	211.0	610.0	136.0	682.0	189.0	588.0	141.0	649.0	191.0	549.0	307.0	103.0	875.0	724.0	0.13715711	0.12288135	0.25972927	0.2759036	0.16625917	0.12454656	0.25700366	0.24324325	0.17848101	0.2581081	0.2023313	243.40457	959.59546
804	"1045"	69	2573	1	"401"	"69 401"	"10690401"	"010690401"	"A"	"Taylor"	"Taylor"	0	"G5240"	"N"	33827967	441534	31.159845	-85.450455	"Taylor"	3683	"2573"	"1"	"NA"	"TAYLOR"	1327.0	158.0	1160.0	1325.0	144.0	1155.0	1301.0	334.0	968.0	1307.0		80.0	763.0	236.0	590.0	238.0	598.0	168.0	664.0	198.0	596.0	150.0	646.0	182.0	589.0	334.0	80.0	968.0	763.0	0.119878605	0.11085451	0.2565284	0.2857143	0.20192307	0.09489917	0.284689	0.24937028	0.18844222	0.23605707	0.20283566	267.3374	1050.6626
805	"1027"	69	5871	1	"303"	"69 303"	"10690303"	"010690303"	"A"	"Doug Tew Community Center"	"Doug Tew Community Center"	0	"G5240"	"N"	9842095	543	31.212543	-85.411705	"Doug Tew Community Center"	7722	"5871"	"1"	"NA"	"DOUG TEW COMMUNITY CENTER 1, 2 "	3036.0	868.0	2138.0	3027.0	765.0	2206.0	2976.0	1244.0	1730.0	2983.0	0.0	407.0	1616.0	680.0	1343.0	685.0	1314.0	530.0	1455.0	601.0	1304.0	484.0	1443.0	584.0	1225.0	1244.0	407.0	1730.0	1616.0	0.28875583	0.25748906	0.41829187	0.33613446	0.26700252	0.20118636	0.34267133	0.31548557	0.25116763	0.3228303	0.3001015	902.1051	2103.895
806	"1046"	69	2617	1	"03-4B"	"69 03-4B"	"0106903-4B"	"0106903-4B"	"A"	"Vaughn Blumberg Center"	"Vaughn Blumberg Center"	0	"G5240"	"N"	10071719	0	31.275505	-85.43483	"Vaughn Blumberg Center"	3589	"2617"	"1"	"NA"	"VAUGHN BLUMBERG"	1169.0	589.0	571.0	1166.0	541.0	605.0	1147.0	682.0	467.0	1150.0		224.0	410.0	293.0	337.0	301.0	325.0	271.0	361.0	277.0	335.0	254.0	359.0	284.0	312.0	682.0	224.0	467.0	410.0	0.5077586	0.4720768	0.5935596	0.46507937	0.42879745	0.3533123	0.48083067	0.45261437	0.41435564	0.47651008	0.4644895	538.8078	621.1922
807	"1044"	69	2116	1	"402"	"69 402"	"10690402"	"010690402"	"A"	"Rehobeth"	"Rehobeth"	0	"G5240"	"N"	58697415	181063	31.107721	-85.44564	"Rehobeth"	2887	"2116"	"1"	"NA"	"REHOBETH"	1234.0	106.0	1112.0	1231.0	119.0	1083.0	1207.0	332.0	885.0	1220.0		101.0	682.0	216.0	563.0	224.0	551.0	145.0	619.0	168.0	559.0	152.0	600.0	175.0	538.0	332.0	101.0	885.0	682.0	0.087027915	0.09900166	0.27280197	0.27727857	0.18979058	0.12899107	0.28903225	0.23108666	0.20212767	0.2454418	0.202258	246.35027	971.6497
808	"1041"	69	1266	1	"50"	"69 50"	"10690050"	"010690050"	"A"	"Madrid"	"Madrid"	0	"G5240"	"N"	105546697	460069	31.03702	-85.43009	"Madrid"	1692	"1266"	"1"	"NA"	"MADRID"	568.0	119.0	447.0	568.0	124.0	424.0	548.0	200.0	359.0	559.0		85.0	295.0	142.0	239.0	148.0	230.0	109.0	257.0	115.0	237.0	107.0	248.0	118.0	218.0	200.0	85.0	359.0	295.0	0.21024735	0.22627737	0.35778177	0.3727034	0.29781422	0.2236842	0.3915344	0.32670453	0.30140844	0.35119048	0.3059346	173.159	392.841
809	"1031"	69	4509	1	"302"	"69 302"	"10690302"	"010690302"	"A"	"Farm Center"	"Farm Center"	0	"G5240"	"N"	27208999	363542	31.182186	-85.35308	"Farm Center"	6060	"4509"	"1"	"NA"	"FARM CENTER 1, 2"	2578.0	854.0	1704.0	2575.0	772.0	1762.0	2540.0	1145.0	1383.0	2535.0	0.0	389.0	1248.0	607.0	1022.0	626.0	996.0	468.0	1135.0	551.0	1020.0	471.0	1109.0	536.0	981.0	1145.0	389.0	1383.0	1248.0	0.3338546	0.30465665	0.4529272	0.37262124	0.29195258	0.23762982	0.3859433	0.35073203	0.29810128	0.35332894	0.33817476	865.051	1692.949
810	"1096"	71	3511	1	"3"	"71 3"	"10713"	"010713"	"A"	"Stevenson City Park"	"Stevenson City Park"	0	"G5240"	"N"	391002691	18609361	34.897163	-85.87835	"Stevenson City Park"	4540	"3511"	"1"	"NA"	"STEVENSON CITY PARK 1, 2"	1498.0	685.0	782.0	1490.0	660.0	742.0	1403.0	928.0	500.0	1430.0	769.0	623.0	0.0	436.0	326.0	524.0	235.0	450.0	274.0	474.0	248.0	451.0	260.0	467.0	228.0	928.0	623.0	500.0	0.0	0.46693933	0.47075605	0.64985996	0.5721785	0.621547	1.0	0.69038206	0.6565097	0.6343179	0.6719425	0.6434433	943.9313	523.0687
811	"1061"	71	2681	1	"1"	"71 1"	"10711"	"010711"	"A"	"Bridgeport Community Center"	"Bridgeport Community Center"	0	"G5240"	"N"	95116791	5182231	34.9489	-85.75376	"Bridgeport Community Center"	3516	"2681"	"1"	"NA"	"BRIDGEPORT COMMUNITY CENTER 1, 2"	1461.0	574.0	842.0	1447.0	574.0	784.0	1364.0	814.0	586.0	1405.0	718.0	579.0	0.0	368.0	339.0	470.0	228.0	402.0	267.0	418.0	241.0	400.0	252.0	425.0	218.0	814.0	579.0	586.0	0.0	0.40536723	0.4226804	0.5814286	0.5205092	0.60089684	1.0	0.6733524	0.6342944	0.61349696	0.66096425	0.61129904	865.5994	550.4006
812	"1082"	71	180	1	"2"	"71 2"	"10712"	"010712"	"P"	"Long Island Community Center"	"Long Island Community Center"	0	"G5240"	"S"	31074306	1446965	34.95746	-85.67667	"Long Island Community Center"	226	"180"	"1"	"NA"	"LONG ISLAND COMMUNITY CENTER"	76.0	16.0	58.0	76.0	17.0	51.0	68.0	28.0	41.0	69.0	51.0	29.0	0.0	19.0	31.0	25.0	24.0	17.0	33.0	22.0	27.0	17.0	29.0	18.0	29.0	28.0	29.0	41.0	0.0	0.21621622	0.25	0.4057971	0.38	0.34	1.0	0.5102041	0.4489796	0.36956522	0.38297874	0.4303741	31.847683	42.152317
813	"1091"	71	11141	1	"21"	"71 21"	"107121"	"0107121"	"A"	"Scottsboro Armory-City Hall"	"Scottsboro Armory-City Hall"	0	"G5240"	"N"	132322969	23335117	34.648453	-86.03907	"Scottsboro Armory-City Hall"	14258	"11141"	"1"	"NA"	"SCOTTSBORO RECREATION COM BLDG 1, 2, 3"	6091.0	1662.0	4260.0	6022.0	1493.0	4366.0	5866.0	2989.0	2898.0	5899.0	3756.0	2910.0	0.0	1537.0	2161.0	1935.0	1768.0	1652.0	1972.0	1606.0	1926.0	1382.0	2135.0	1732.0	1609.0	2989.0	2910.0	2898.0	0.0	0.28064844	0.25482163	0.5077289	0.41563007	0.4558499	1.0	0.5225493	0.45469987	0.39294854	0.51840764	0.48032844	2844.505	3077.495
814	"1076"	71	1510	1	"10"	"71 10"	"107110"	"0107110"	"A"	"Hollywood City Hall"	"Hollywood City Hall"	0	"G5240"	"N"	106129826	10484724	34.763523	-85.9774	"Hollywood City Hall"	1986	"1510"	"1"	"NA"	"HOLLYWOOD CITY HALL"	779.0	315.0	435.0	763.0	295.0	438.0	733.0	465.0	279.0	746.0	417.0	342.0	0.0	235.0	170.0	285.0	126.0	247.0	154.0	256.0	136.0	234.0	154.0	250.0	122.0	465.0	342.0	279.0	0.0	0.42	0.40245566	0.625	0.5802469	0.6159601	1.0	0.69343066	0.6530612	0.6030928	0.672043	0.62652904	469.8968	280.1032
815	"1099"	71	460	1	"13"	"71 13"	"107113"	"0107113"	"A"	"Tupelo-Pikeville Store"	"Tupelo-Pikeville Store"	0	"G5240"	"N"	78195487	0	34.75303	-86.05189	"Tupelo-Pikeville Store"	571	"460"	"1"	"NA"	"TUPELO CHURCH OF CHRIST"	271.0	47.0	212.0	268.0	58.0	195.0	253.0	108.0	158.0	266.0	189.0	130.0	0.0	72.0	114.0	93.0	92.0	71.0	110.0	67.0	111.0	54.0	123.0	68.0	101.0	108.0	130.0	158.0	0.0	0.18146718	0.22924902	0.40601504	0.38709676	0.3922652	1.0	0.5027027	0.3764045	0.30508474	0.40236688	0.4182652	108.33069	150.66931
816	"1065"	71	243	1	"35"	"71 35"	"107135"	"0107135"	"A"	"Crow Fire Hall"	"Crow Fire Hall"	0	"G5240"	"N"	64266881	8237	34.85715	-86.01789	"Crow Fire Hall"	326	"243"	"1"	"NA"	"CROW FIRE HALL"	140.0	36.0	100.0	138.0	30.0	99.0	129.0	61.0	72.0	133.0	92.0	61.0	0.0	27.0	63.0	45.0	47.0	33.0	49.0	37.0	41.0	31.0	44.0	36.0	36.0	61.0	61.0	72.0	0.0	0.2647059	0.23255815	0.45864663	0.3	0.40243903	1.0	0.48913044	0.47435898	0.41333333	0.5	0.45351723	61.678345	74.321655
817	"1069"	71	931	1	"6"	"71 6"	"10716"	"010716"	"A"	"Flackler Fire Hall"	"Flackler Fire Hall"	0	"G5240"	"N"	123711891	9662585	34.826565	-85.92101	"Flackler Fire Hall"	1154	"931"	"1"	"NA"	"FACKLER FIRE HALL"	398.0	122.0	268.0	396.0	115.0	259.0	374.0	209.0	166.0	376.0	258.0	197.0	0.0	124.0	131.0	152.0	103.0	128.0	115.0	130.0	113.0	127.0	113.0	139.0	95.0	209.0	197.0	166.0	0.0	0.31282052	0.30748662	0.55733335	0.4862745	0.52674896	1.0	0.59607846	0.5349794	0.52916664	0.5940171	0.5444906	212.35132	177.64868
818	"1067"	71	2238	1	"28"	"71 28"	"107128"	"0107128"	"A"	"Dutton City Hall"	"Dutton City Hall"	0	"G5240"	"N"	103265812	2915474	34.612686	-85.9045	"Dutton City Hall"	2929	"2238"	"1"	"NA"	"DUTTON CITY HALL"	954.0	300.0	618.0	935.0	262.0	655.0	918.0	513.0	405.0	920.0	595.0	476.0	0.0	290.0	290.0	369.0	215.0	314.0	250.0	289.0	253.0	272.0	267.0	322.0	198.0	513.0	476.0	405.0	0.0	0.3267974	0.2857143	0.5588235	0.5	0.5567376	1.0	0.6318493	0.53321034	0.5046382	0.61923075	0.5517001	506.46072	411.53928
819	"1086"	71	1781	1	"11"	"71 11"	"107111"	"0107111"	"A"	"Pisgah Fire Hall"	"Pisgah Fire Hall"	0	"G5240"	"N"	108129298	7371853	34.692703	-85.85305	"Pisgah Fire Hall"	2319	"1781"	"1"	"NA"	"PISGAH CITY HALL"	904.0	335.0	539.0	887.0	317.0	527.0	845.0	515.0	345.0	860.0	582.0	483.0	0.0	342.0	230.0	416.0	158.0	364.0	192.0	367.0	182.0	332.0	212.0	375.0	154.0	515.0	483.0	345.0	0.0	0.3832952	0.3755924	0.5988372	0.5979021	0.65467626	1.0	0.72473866	0.66848814	0.6102941	0.7088847	0.6322709	552.60474	321.39526
820	"1090"	71	1198	1	"38"	"71 38"	"107138"	"0107138"	"A"	"Rosalie School"	"Rosalie School"	0	"G5240"	"N"	59919836	70564	34.7155	-85.763336	"Rosalie School"	1538	"1198"	"1"	"NA"	"ROSALIE COMMUNITY CENTER"	596.0	235.0	335.0	584.0	239.0	323.0	564.0	370.0	204.0	576.0	460.0	383.0	0.0	294.0	159.0	309.0	143.0	299.0	143.0	289.0	141.0	281.0	146.0	299.0	113.0	370.0	383.0	204.0	0.0	0.4122807	0.4252669	0.6445993	0.6490066	0.6764706	1.0	0.6836283	0.67209303	0.6580796	0.72572815	0.6547153	373.18774	196.81227
821	"1066"	71	530	1	"39"	"71 39"	"107139"	"0107139"	"A"	"Dean's Chapel Community Center"	"Dean's Chapel Community Center"	0	"G5240"	"N"	22806012	0	34.624115	-85.82258	"Dean's Chapel Community Center"	689	"530"	"1"	"NA"	"DEANS CHAPEL COMMUNITY CENTER"	282.0	83.0	192.0	280.0	76.0	189.0	265.0	138.0	134.0	272.0	226.0	174.0	0.0	99.0	119.0	127.0	96.0	102.0	118.0	104.0	112.0	89.0	127.0	113.0	93.0	138.0	174.0	134.0	0.0	0.3018182	0.28679246	0.50735295	0.45412844	0.46363637	1.0	0.5695067	0.4814815	0.41203704	0.5485437	0.50252974	138.19568	136.80432
822	"1078"	71	233	1	"12"	"71 12"	"107112"	"0107112"	"A"	"Langston City Hall"	"Langston City Hall"	0	"G5240"	"N"	28191977	21805232	34.537457	-86.07845	"Langston City Hall"	289	"233"	"1"	"NA"	"LANGSTON CITY HALL"	137.0	42.0	88.0	133.0	38.0	88.0	126.0	65.0	63.0	130.0	72.0	48.0	0.0	28.0	41.0	38.0	31.0	27.0	41.0	31.0	35.0	25.0	43.0	25.0	36.0	65.0	48.0	63.0	0.0	0.32307693	0.3015873	0.5078125	0.4057971	0.3970588	1.0	0.5507246	0.46969697	0.36764705	0.40983605	0.47332373	61.532085	68.46791
